,0
5797,1
5798,1
5799,1
5800,3
5801,1
5802,0
5803,3
5804,0
5805,1
5806,0
5807,1
5808,3
5809,3
5810,3
5811,0
5812,0
5813,3
5814,2
5815,3
5816,2
5817,1
5818,3
5819,2
5820,1
5821,3
5822,3
5823,1
5824,0
5825,3
5826,0
5827,0
5828,3
5829,3
5830,2
5831,1
5832,2
5833,0
5834,1
5835,1
5836,3
5837,1
5838,3
5839,0
5840,1
5841,0
5842,1
5843,2
5844,3
5845,1
5846,3
5847,0
5848,0
5849,1
5850,1
5851,3
5852,1
5853,3
5854,3
5855,3
5856,3
5857,1
5858,3
5859,3
5860,0
5861,1
5862,1
5863,1
5864,1
5865,1
5866,3
5867,2
5868,3
5869,3
5870,0
5871,0
5872,3
5873,3
5874,1
5875,1
5876,1
5877,2
5878,3
5879,1
5880,0
5881,1
5882,2
5883,1
5884,1
5885,3
5886,1
5887,1
5888,3
5889,0
5890,3
5891,2
5892,1
5893,2
5894,3
5895,1
5896,3
5897,3
5898,3
5899,0
5900,0
5901,3
5902,3
5903,1
5904,3
5905,3
5906,0
5907,0
5908,0
5909,1
5910,1
5911,0
5912,1
5913,3
5914,3
5915,0
5916,0
5917,1
5918,3
5919,1
5920,1
5921,3
5922,1
5923,1
5924,2
5925,3
5926,3
5927,3
5928,0
5929,1
5930,0
5931,1
5932,1
5933,3
5934,1
5935,1
5936,3
5937,3
5938,1
5939,0
5940,0
5941,0
5942,1
5943,1
5944,3
5945,3
5946,1
5947,1
5948,0
5949,3
5950,3
5951,0
5952,0
5953,3
5954,3
5955,1
5956,3
5957,1
5958,3
5959,1
5960,0
5961,0
5962,2
5963,2
5964,1
5965,1
5966,1
5967,0
5968,1
5969,3
5970,3
5971,1
5972,1
5973,3
5974,3
5975,3
5976,0
5977,1
5978,0
5979,2
5980,3
5981,0
5982,2
5983,3
5984,1
5985,3
5986,1
5987,0
5988,0
5989,2
5990,3
5991,3
5992,3
5993,0
5994,1
5995,3
5996,3
5997,3
5998,0
5999,2
6000,0
6001,3
6002,1
6003,1
6004,1
6005,1
6006,0
6007,2
6008,1
6009,2
6010,3
6011,1
6012,3
6013,2
6014,2
6015,0
6016,0
6017,3
6018,1
6019,3
6020,1
6021,1
6022,2
6023,3
6024,1
6025,1
6026,1
6027,3
6028,0
6029,1
6030,3
6031,0
6032,3
6033,2
6034,1
6035,0
6036,0
6037,3
6038,0
6039,3
6040,1
6041,3
6042,0
6043,3
6044,1
6045,2
6046,2
6047,1
6048,2
6049,1
6050,2
6051,1
6052,3
6053,1
6054,0
6055,0
6056,3
6057,0
6058,1
6059,1
6060,1
6061,1
6062,3
6063,3
6064,3
6065,0
6066,3
6067,3
6068,3
6069,2
6070,1
6071,0
6072,3
6073,1
6074,3
6075,0
6076,1
6077,0
6078,3
6079,1
6080,3
6081,1
6082,3
6083,3
6084,0
6085,0
6086,3
6087,3
6088,0
6089,0
6090,0
6091,0
6092,3
6093,3
6094,0
6095,3
6096,0
6097,2
6098,3
6099,1
6100,3
6101,3
6102,1
6103,3
6104,3
6105,2
6106,0
6107,0
6108,0
6109,0
6110,3
6111,0
6112,2
6113,3
6114,3
6115,2
6116,0
6117,1
6118,3
6119,3
6120,3
6121,0
6122,3
6123,3
6124,3
6125,3
6126,3
6127,3
6128,3
6129,3
6130,1
6131,0
6132,0
6133,1
6134,3
6135,1
6136,1
6137,1
6138,2
6139,1
6140,0
6141,3
6142,3
6143,2
6144,0
6145,0
6146,3
6147,0
6148,3
6149,0
6150,0
6151,1
6152,1
6153,1
6154,2
6155,0
6156,1
6157,3
6158,1
6159,0
6160,1
6161,1
6162,1
6163,0
6164,2
6165,3
6166,1
6167,1
6168,1
6169,1
6170,1
6171,1
6172,1
6173,0
6174,0
6175,3
6176,3
6177,3
6178,0
6179,0
6180,3
6181,0
6182,3
6183,3
6184,1
6185,3
6186,0
6187,1
6188,3
6189,1
6190,3
6191,0
6192,1
6193,0
6194,3
6195,3
6196,1
6197,3
6198,1
6199,0
6200,1
6201,3
6202,1
6203,0
6204,1
6205,1
6206,0
6207,1
6208,1
6209,3
6210,2
6211,3
6212,1
6213,3
6214,3
6215,1
6216,3
6217,3
6218,0
6219,3
6220,3
6221,2
6222,3
6223,1
6224,0
6225,3
6226,1
6227,3
6228,0
6229,1
6230,1
6231,3
6232,1
6233,0
6234,0
6235,1
6236,1
6237,1
6238,1
6239,1
6240,3
6241,3
6242,2
6243,0
6244,1
6245,1
6246,3
6247,3
6248,0
6249,1
6250,0
6251,1
6252,1
6253,3
6254,1
6255,3
6256,0
6257,1
6258,0
6259,0
6260,1
6261,1
6262,1
6263,0
6264,3
6265,1
6266,0
6267,3
6268,3
6269,3
6270,1
6271,3
6272,0
6273,0
6274,3
6275,0
6276,2
6277,0
6278,0
6279,1
6280,3
6281,1
6282,1
6283,0
6284,3
6285,1
6286,2
6287,1
6288,3
6289,3
6290,0
6291,1
6292,1
6293,0
6294,1
6295,2
6296,1
6297,1
6298,1
6299,3
6300,1
6301,2
6302,1
6303,0
6304,1
6305,0
6306,1
6307,1
6308,1
6309,0
6310,1
6311,1
6312,1
6313,3
6314,0
6315,0
6316,1
6317,3
6318,0
6319,3
6320,3
6321,0
6322,1
6323,3
6324,3
6325,0
6326,1
6327,0
6328,3
6329,0
6330,0
6331,1
6332,3
6333,1
6334,3
6335,2
6336,3
6337,2
6338,1
6339,0
6340,2
6341,1
6342,2
6343,1
6344,2
6345,0
6346,3
6347,3
6348,2
6349,3
6350,2
6351,1
6352,1
6353,1
6354,3
6355,2
6356,3
6357,3
6358,0
6359,0
6360,1
6361,1
6362,1
6363,3
6364,3
6365,0
6366,1
6367,3
6368,3
6369,2
6370,3
6371,3
6372,3
6373,0
6374,2
6375,1
6376,3
6377,3
6378,0
6379,3
6380,3
6381,1
6382,1
6383,1
6384,3
6385,0
6386,3
6387,1
6388,3
6389,3
6390,3
6391,3
6392,3
6393,0
6394,1
6395,3
6396,0
6397,0
6398,3
6399,0
6400,2
6401,2
6402,0
6403,3
6404,3
6405,3
6406,1
6407,0
6408,3
6409,1
6410,1
6411,1
6412,3
6413,0
6414,2
6415,3
6416,3
6417,0
6418,3
6419,1
6420,1
6421,3
6422,0
6423,1
6424,1
6425,1
6426,3
6427,2
6428,3
6429,3
6430,1
6431,1
6432,3
6433,0
6434,1
6435,3
6436,1
6437,1
6438,0
6439,3
6440,3
6441,1
6442,3
6443,1
6444,2
6445,0
6446,2
6447,1
6448,3
6449,1
6450,1
6451,3
6452,1
6453,1
6454,1
6455,3
6456,2
6457,0
6458,3
6459,1
6460,3
6461,1
6462,3
6463,3
6464,0
6465,0
6466,1
6467,2
6468,3
6469,1
6470,0
6471,0
6472,3
6473,1
6474,3
6475,1
6476,1
6477,1
6478,1
6479,3
6480,0
6481,2
6482,0
6483,2
6484,3
6485,1
6486,3
6487,3
6488,1
6489,0
6490,1
6491,0
6492,0
6493,0
6494,3
6495,3
6496,1
6497,2
6498,0
6499,1
6500,1
6501,0
6502,0
6503,1
6504,0
6505,0
6506,0
6507,2
6508,3
6509,3
6510,1
6511,0
6512,2
6513,1
6514,1
6515,3
6516,3
6517,0
6518,0
6519,3
6520,1
6521,3
6522,1
6523,2
6524,3
6525,0
6526,1
6527,1
6528,3
6529,3
6530,2
6531,3
6532,0
6533,1
6534,1
6535,1
6536,1
6537,3
6538,0
6539,0
6540,1
6541,3
6542,0
6543,1
6544,1
6545,0
6546,1
6547,3
6548,3
6549,3
6550,0
6551,2
6552,0
6553,1
6554,3
6555,3
6556,3
6557,1
6558,1
6559,3
6560,1
6561,3
6562,1
6563,3
6564,3
6565,1
6566,0
6567,0
6568,3
6569,1
6570,3
6571,1
6572,0
6573,3
6574,3
6575,3
6576,0
6577,1
6578,0
6579,1
6580,3
6581,1
6582,1
6583,1
6584,1
6585,0
6586,0
6587,0
6588,1
6589,2
6590,1
6591,1
6592,0
6593,3
6594,3
6595,3
6596,1
6597,0
6598,3
6599,3
6600,0
6601,1
6602,3
6603,1
6604,1
6605,0
6606,1
6607,1
6608,3
6609,1
6610,3
6611,0
6612,3
6613,3
6614,0
6615,3
6616,3
6617,1
6618,0
6619,3
6620,3
6621,2
6622,1
6623,0
6624,1
6625,3
6626,3
6627,0
6628,1
6629,0
6630,3
6631,0
6632,3
6633,2
6634,1
6635,1
6636,3
6637,1
6638,3
6639,2
6640,0
6641,3
6642,3
6643,0
6644,3
6645,3
6646,1
6647,1
6648,3
6649,1
6650,0
6651,2
6652,3
6653,3
6654,1
6655,1
6656,1
6657,1
6658,0
6659,1
6660,3
6661,0
6662,1
6663,2
6664,1
6665,0
6666,3
6667,1
6668,1
6669,0
6670,0
6671,0
6672,1
6673,0
6674,3
6675,0
6676,3
6677,3
6678,1
6679,3
6680,2
6681,0
6682,1
6683,3
6684,0
6685,1
6686,1
6687,1
6688,0
6689,1
6690,3
6691,3
6692,0
6693,3
6694,2
6695,1
6696,1
6697,3
6698,1
6699,2
6700,1
6701,1
6702,3
6703,0
6704,1
6705,1
6706,1
6707,3
6708,1
6709,1
6710,0
6711,0
6712,2
6713,1
6714,1
6715,3
6716,3
6717,3
6718,2
6719,0
6720,2
6721,1
6722,3
6723,0
6724,1
6725,1
6726,2
6727,2
6728,3
6729,1
6730,1
6731,0
6732,0
6733,1
6734,1
6735,0
6736,0
6737,0
6738,2
6739,1
6740,3
6741,2
6742,1
6743,3
6744,3
6745,2
6746,2
6747,2
6748,2
6749,0
6750,1
6751,1
6752,0
6753,0
6754,3
6755,3
6756,3
6757,0
6758,3
6759,2
6760,1
6761,1
6762,2
6763,3
6764,1
6765,2
6766,0
6767,3
6768,1
6769,1
6770,1
6771,3
6772,3
6773,1
6774,3
6775,0
6776,3
6777,1
6778,1
6779,0
6780,3
6781,1
6782,2
6783,0
6784,0
6785,0
6786,2
6787,2
6788,3
6789,1
6790,1
6791,3
6792,0
6793,1
6794,3
6795,1
6796,1
6797,1
6798,3
6799,0
6800,3
6801,2
6802,0
6803,3
6804,3
6805,3
6806,1
6807,1
6808,1
6809,2
6810,3
6811,3
6812,2
6813,3
6814,3
6815,1
6816,0
6817,1
6818,1
6819,1
6820,1
6821,3
6822,1
6823,1
6824,3
6825,0
6826,3
6827,1
6828,3
6829,0
6830,2
6831,0
6832,1
6833,3
6834,3
6835,1
6836,3
6837,0
6838,0
6839,3
6840,0
6841,1
6842,1
6843,3
6844,1
6845,3
6846,3
6847,1
6848,1
6849,1
6850,3
6851,0
6852,1
6853,3
6854,3
6855,2
6856,3
6857,1
6858,3
6859,3
6860,3
6861,3
6862,3
6863,0
6864,1
6865,3
6866,0
6867,0
6868,1
6869,0
6870,3
6871,1
6872,1
6873,1
6874,1
6875,3
6876,0
6877,3
6878,3
6879,0
6880,2
6881,0
6882,1
6883,0
6884,1
6885,1
6886,3
6887,3
6888,0
6889,0
6890,3
6891,3
6892,3
6893,0
6894,1
6895,3
6896,0
6897,2
6898,1
6899,2
6900,0
6901,0
6902,0
6903,1
6904,1
6905,0
6906,3
6907,3
6908,3
6909,3
6910,2
6911,3
6912,2
6913,3
6914,2
6915,3
6916,3
6917,1
6918,2
6919,0
6920,3
6921,3
6922,3
6923,0
6924,3
6925,2
6926,1
6927,1
6928,3
6929,1
6930,1
6931,2
6932,1
6933,1
6934,1
6935,1
6936,3
6937,1
6938,1
6939,0
6940,2
6941,1
6942,1
6943,1
6944,1
6945,3
6946,3
6947,0
6948,1
6949,3
6950,3
6951,3
6952,3
6953,1
6954,2
6955,1
6956,1
6957,0
6958,3
6959,0
6960,3
6961,1
6962,3
6963,1
6964,3
6965,0
6966,0
6967,3
6968,1
6969,1
6970,3
6971,2
6972,1
6973,1
6974,3
6975,1
6976,2
6977,0
6978,3
6979,3
6980,3
6981,0
6982,1
6983,1
6984,3
6985,0
6986,1
6987,1
6988,3
6989,0
6990,1
6991,3
6992,3
6993,0
6994,3
6995,1
6996,0
6997,1
6998,1
6999,0
7000,3
7001,3
7002,1
7003,1
7004,0
7005,0
7006,1
7007,0
7008,0
7009,3
7010,0
7011,0
7012,3
7013,3
7014,1
7015,0
7016,1
7017,1
7018,3
7019,1
7020,0
7021,1
7022,3
7023,3
7024,0
7025,1
7026,1
7027,0
7028,0
7029,1
7030,3
7031,1
7032,0
7033,0
7034,1
7035,1
7036,3
7037,1
7038,0
7039,3
7040,0
7041,3
7042,1
7043,0
7044,1
7045,3
7046,1
7047,3
7048,3
7049,2
7050,1
7051,3
7052,3
7053,3
7054,3
7055,3
7056,1
7057,0
7058,0
7059,1
7060,1
7061,1
7062,1
7063,1
7064,1
7065,1
7066,0
7067,1
7068,1
7069,3
7070,0
7071,0
7072,1
7073,0
7074,1
7075,1
7076,1
7077,3
7078,0
7079,0
7080,3
7081,1
7082,3
7083,2
7084,1
7085,3
7086,1
7087,1
7088,0
7089,1
7090,3
7091,1
7092,0
7093,0
7094,3
7095,1
7096,3
7097,3
7098,3
7099,3
7100,3
7101,3
7102,1
7103,3
7104,0
7105,3
7106,3
7107,1
7108,1
7109,0
7110,3
7111,1
7112,2
7113,0
7114,0
7115,3
7116,3
7117,1
7118,3
7119,1
7120,2
7121,3
7122,0
7123,0
7124,0
7125,1
7126,3
7127,0
7128,1
7129,0
7130,1
7131,1
7132,3
7133,3
7134,0
7135,0
7136,1
7137,0
7138,3
7139,0
7140,1
7141,0
7142,1
7143,2
7144,2
7145,3
7146,3
7147,0
7148,3
7149,0
7150,0
7151,3
7152,3
7153,1
7154,3
7155,3
7156,3
7157,3
7158,3
7159,1
7160,1
7161,1
7162,1
7163,3
7164,3
7165,0
7166,0
7167,1
7168,0
7169,3
7170,1
7171,1
7172,0
7173,0
7174,3
7175,0
7176,3
7177,0
7178,3
7179,1
7180,3
7181,1
7182,3
7183,3
7184,2
7185,3
7186,1
7187,3
7188,1
7189,2
7190,1
7191,1
7192,3
7193,3
7194,2
7195,2
7196,1
7197,0
7198,3
7199,3
7200,1
7201,0
7202,1
7203,2
7204,1
7205,0
7206,1
7207,0
7208,1
7209,3
7210,3
7211,1
7212,3
7213,3
7214,2
7215,3
7216,3
7217,1
7218,3
7219,3
7220,3
7221,1
7222,0
7223,3
7224,1
7225,1
7226,1
7227,1
7228,1
7229,3
7230,1
7231,3
7232,2
7233,3
7234,0
7235,3
7236,3
7237,0
7238,2
7239,1
7240,3
7241,2
7242,1
7243,0
7244,1
7245,0
7246,0
7247,1
7248,0
7249,0
7250,2
7251,0
7252,0
7253,3
7254,3
7255,3
7256,0
7257,0
7258,3
7259,1
7260,3
7261,2
7262,3
7263,3
7264,3
7265,0
7266,0
7267,1
7268,1
7269,0
7270,1
7271,3
7272,2
7273,1
7274,1
7275,3
7276,3
7277,1
7278,0
7279,3
7280,3
7281,1
7282,1
7283,1
7284,0
7285,1
7286,3
7287,3
7288,0
7289,0
7290,3
7291,0
7292,3
7293,1
7294,3
7295,0
7296,2
7297,1
7298,1
7299,3
7300,0
7301,1
7302,3
7303,3
7304,0
7305,1
7306,2
7307,1
7308,1
7309,3
7310,0
7311,2
7312,1
7313,1
7314,3
7315,1
7316,0
7317,1
7318,1
7319,1
7320,1
7321,1
7322,1
7323,1
7324,1
7325,0
7326,2
7327,3
7328,2
7329,3
7330,1
7331,2
7332,0
7333,1
7334,1
7335,2
7336,0
7337,2
7338,1
7339,0
7340,0
7341,1
7342,3
7343,3
7344,0
7345,3
7346,3
7347,1
7348,1
7349,3
7350,3
7351,1
7352,3
7353,2
7354,0
7355,1
7356,1
7357,1
7358,1
7359,3
7360,2
7361,1
7362,0
7363,3
7364,3
7365,3
7366,2
7367,1
7368,1
7369,1
7370,0
7371,3
7372,3
7373,3
7374,0
7375,0
7376,3
7377,2
7378,3
7379,1
7380,1
7381,0
7382,1
7383,3
7384,3
7385,3
7386,3
7387,3
7388,1
7389,1
7390,2
7391,3
7392,1
7393,0
7394,2
7395,0
7396,3
7397,0
7398,1
7399,3
7400,3
7401,0
7402,0
7403,0
7404,1
7405,3
7406,1
7407,3
7408,2
7409,1
7410,3
7411,3
7412,3
7413,3
7414,0
7415,0
7416,1
7417,3
7418,1
7419,0
7420,3
7421,1
7422,2
7423,3
7424,3
7425,3
7426,0
7427,3
7428,3
7429,1
7430,3
7431,1
7432,1
7433,3
7434,1
7435,0
7436,1
7437,1
7438,3
7439,3
7440,0
7441,3
7442,0
7443,3
7444,0
7445,0
7446,1
7447,1
7448,1
7449,0
7450,1
7451,1
7452,3
7453,3
7454,1
7455,1
7456,3
7457,0
7458,1
7459,1
7460,3
7461,0
7462,3
7463,1
7464,0
7465,0
7466,0
7467,1
7468,3
7469,3
7470,0
7471,3
7472,1
7473,3
7474,1
7475,3
7476,0
7477,3
7478,3
7479,1
7480,1
7481,3
7482,1
7483,0
7484,3
7485,3
7486,0
7487,1
7488,0
7489,0
7490,2
7491,3
7492,3
7493,1
7494,3
7495,0
7496,1
7497,1
7498,1
7499,0
7500,3
7501,0
7502,1
7503,0
7504,1
7505,3
7506,0
7507,2
7508,1
7509,1
7510,2
7511,3
7512,3
7513,1
7514,0
7515,3
7516,3
7517,1
7518,3
7519,0
7520,1
7521,0
7522,0
7523,2
7524,1
7525,3
7526,1
7527,2
7528,2
7529,0
7530,3
7531,0
7532,3
7533,2
7534,2
7535,1
7536,3
7537,1
7538,1
7539,3
7540,0
7541,0
7542,2
7543,0
7544,3
7545,0
7546,1
7547,3
7548,1
7549,1
7550,3
7551,1
7552,1
7553,0
7554,0
7555,3
7556,1
7557,2
7558,3
7559,0
7560,0
7561,1
7562,1
7563,0
7564,0
7565,1
7566,2
7567,3
7568,0
7569,1
7570,2
7571,0
7572,0
7573,3
7574,3
7575,1
7576,0
7577,3
7578,0
7579,3
7580,3
7581,3
7582,2
7583,3
7584,3
7585,0
7586,1
7587,2
7588,1
7589,1
7590,3
7591,1
7592,3
7593,1
7594,3
7595,3
7596,0
7597,3
7598,2
7599,3
7600,3
7601,3
7602,1
7603,1
7604,0
7605,3
7606,0
7607,2
7608,3
7609,3
7610,3
7611,0
7612,1
7613,1
7614,2
7615,0
7616,1
7617,3
7618,3
7619,0
7620,3
7621,3
7622,1
7623,3
7624,3
7625,0
7626,1
7627,0
7628,1
7629,3
7630,0
7631,0
7632,0
7633,0
7634,0
7635,1
7636,0
7637,0
7638,3
7639,1
7640,3
7641,1
7642,3
7643,1
7644,3
7645,0
7646,3
7647,1
7648,0
7649,0
7650,3
7651,0
7652,0
7653,1
7654,3
7655,1
7656,3
7657,3
7658,3
7659,3
7660,1
7661,3
7662,3
7663,0
7664,2
7665,1
7666,1
7667,1
7668,3
7669,3
7670,3
7671,0
7672,3
7673,3
7674,3
7675,0
7676,1
7677,3
7678,1
7679,0
7680,3
7681,1
7682,0
7683,1
7684,2
7685,1
7686,1
7687,3
7688,1
7689,3
7690,3
7691,0
7692,1
7693,1
7694,1
7695,2
7696,3
7697,0
7698,1
7699,0
7700,0
7701,3
7702,1
7703,3
7704,3
7705,1
7706,3
7707,1
7708,0
7709,3
7710,0
7711,1
7712,0
7713,1
7714,3
7715,1
7716,3
7717,1
7718,0
7719,0
7720,0
7721,1
7722,1
7723,0
7724,1
7725,1
7726,3
7727,1
7728,1
7729,3
7730,3
7731,3
7732,3
7733,3
7734,3
7735,3
7736,3
7737,1
7738,3
7739,1
7740,2
7741,3
7742,0
7743,2
7744,1
7745,3
7746,0
7747,2
7748,1
7749,3
7750,0
7751,3
7752,3
7753,1
7754,3
7755,1
7756,1
7757,1
7758,3
7759,3
7760,3
7761,0
7762,1
7763,0
7764,3
7765,2
7766,1
7767,3
7768,0
7769,3
7770,1
7771,3
7772,1
7773,3
7774,0
7775,1
7776,1
7777,1
7778,2
7779,0
7780,1
7781,0
7782,2
7783,3
7784,3
7785,3
7786,3
7787,0
7788,1
7789,1
7790,3
7791,2
7792,3
7793,0
7794,3
7795,3
7796,1
7797,2
7798,3
7799,3
7800,3
7801,0
7802,2
7803,1
7804,3
7805,0
7806,3
7807,0
7808,1
7809,3
7810,2
7811,1
7812,0
7813,0
7814,1
7815,3
7816,3
7817,1
7818,0
7819,0
7820,0
7821,1
7822,1
7823,0
7824,1
7825,3
7826,3
7827,1
7828,3
7829,1
7830,1
7831,1
7832,3
7833,3
7834,3
7835,3
7836,0
7837,3
7838,3
7839,2
7840,0
7841,2
7842,0
7843,1
7844,0
7845,3
7846,0
7847,3
7848,1
7849,3
7850,0
7851,1
7852,3
7853,1
7854,0
7855,2
7856,1
7857,3
7858,1
7859,3
7860,1
7861,1
7862,1
7863,3
7864,1
7865,0
7866,1
7867,1
7868,1
7869,0
7870,1
7871,1
7872,0
7873,1
7874,3
7875,3
7876,3
7877,2
7878,1
7879,1
7880,1
7881,1
7882,1
7883,1
7884,0
7885,3
7886,0
7887,3
7888,1
7889,1
7890,3
7891,1
7892,1
7893,0
7894,1
7895,0
7896,2
7897,2
7898,1
7899,1
7900,0
7901,2
7902,1
7903,0
7904,1
7905,3
7906,1
7907,2
7908,2
7909,3
7910,1
7911,1
7912,3
7913,1
7914,1
7915,1
7916,1
7917,3
7918,3
7919,0
7920,3
7921,0
7922,1
7923,0
7924,1
7925,1
7926,3
7927,0
7928,2
7929,1
7930,3
7931,3
7932,1
7933,1
7934,2
7935,0
7936,2
7937,3
7938,3
7939,1
7940,2
7941,0
7942,3
7943,3
7944,2
7945,0
7946,1
7947,0
7948,1
7949,3
7950,3
7951,2
7952,3
7953,0
7954,2
7955,1
7956,1
7957,3
7958,0
7959,1
7960,3
7961,1
7962,2
7963,0
7964,1
7965,3
7966,3
7967,0
7968,3
7969,0
7970,2
7971,2
7972,3
7973,1
7974,0
7975,1
7976,3
7977,1
7978,0
7979,3
7980,1
7981,0
7982,3
7983,0
7984,3
7985,3
7986,1
7987,2
7988,0
7989,0
7990,0
7991,2
7992,2
7993,3
7994,1
7995,1
7996,0
7997,1
7998,1
7999,1
8000,1
8001,1
8002,1
8003,3
8004,3
8005,1
8006,1
8007,3
8008,1
8009,0
8010,1
8011,3
8012,0
8013,1
8014,2
8015,2
8016,1
8017,2
8018,3
8019,1
8020,0
8021,3
8022,3
8023,3
8024,1
8025,3
8026,0
8027,0
8028,3
8029,3
8030,2
8031,1
8032,3
8033,3
8034,1
8035,3
8036,0
8037,3
8038,0
8039,1
8040,3
8041,1
8042,2
8043,1
8044,0
8045,3
8046,1
8047,1
8048,3
8049,0
8050,3
8051,3
8052,3
8053,0
8054,0
8055,0
8056,3
8057,0
8058,3
8059,3
8060,3
8061,1
8062,0
8063,1
8064,3
8065,0
8066,0
8067,3
8068,1
8069,1
8070,3
8071,2
8072,3
8073,0
8074,3
8075,2
8076,3
8077,0
8078,1
8079,0
8080,1
8081,0
8082,3
8083,3
8084,3
8085,1
8086,3
8087,1
8088,2
8089,3
8090,2
8091,0
8092,0
8093,3
8094,2
8095,2
8096,1
8097,1
8098,3
8099,3
8100,1
8101,2
8102,1
8103,3
8104,3
8105,3
8106,3
8107,3
8108,1
8109,3
8110,3
8111,0
8112,0
8113,1
8114,1
8115,3
8116,1
8117,3
8118,3
8119,1
8120,3
8121,3
8122,3
8123,0
8124,0
8125,0
8126,1
8127,0
8128,2
8129,3
8130,1
8131,1
8132,3
8133,1
8134,3
8135,1
8136,3
8137,1
8138,0
8139,0
8140,1
8141,3
8142,3
8143,3
8144,3
8145,1
8146,1
8147,1
8148,3
8149,1
8150,3
8151,2
8152,1
8153,1
8154,3
8155,3
8156,1
8157,1
8158,1
8159,3
8160,3
8161,1
8162,1
8163,1
8164,1
8165,3
8166,1
8167,3
8168,1
8169,1
8170,1
8171,1
8172,0
8173,0
8174,3
8175,1
8176,0
8177,1
8178,2
8179,0
8180,0
8181,1
8182,3
8183,1
8184,3
8185,1
8186,2
8187,2
8188,0
8189,1
8190,2
8191,0
8192,2
8193,1
8194,3
8195,1
8196,3
8197,0
8198,1
8199,3
8200,0
8201,3
8202,3
8203,0
8204,0
8205,1
8206,0
8207,1
8208,2
8209,0
8210,2
8211,0
8212,3
8213,0
8214,3
8215,0
8216,0
8217,1
8218,1
8219,3
8220,1
8221,3
8222,3
8223,0
8224,0
8225,3
8226,0
8227,0
8228,0
8229,1
8230,3
8231,1
8232,1
8233,3
8234,0
8235,3
8236,1
8237,3
8238,3
8239,1
8240,3
8241,0
8242,1
8243,3
8244,1
8245,0
8246,0
8247,1
8248,1
8249,3
8250,3
8251,1
8252,3
8253,3
8254,0
8255,1
8256,3
8257,1
8258,3
8259,1
8260,3
8261,3
8262,1
8263,1
8264,0
8265,0
8266,3
8267,1
8268,0
8269,3
8270,3
8271,3
8272,3
8273,2
8274,3
8275,3
8276,0
8277,3
8278,2
8279,0
8280,3
8281,1
8282,1
8283,3
8284,3
8285,3
8286,1
8287,1
8288,1
8289,3
8290,1
8291,3
8292,1
8293,1
8294,3
8295,0
8296,3
8297,3
8298,3
8299,3
8300,2
8301,3
8302,2
8303,1
8304,1
8305,3
8306,1
8307,3
8308,3
8309,2
8310,0
8311,1
8312,3
8313,3
8314,1
8315,1
8316,1
8317,1
8318,1
8319,3
8320,3
8321,3
8322,1
8323,0
8324,0
8325,1
8326,0
8327,2
8328,0
8329,0
8330,3
8331,2
8332,1
8333,1
8334,1
8335,3
8336,1
8337,1
8338,1
8339,0
8340,0
8341,1
8342,3
8343,1
8344,2
8345,2
8346,3
8347,3
8348,1
8349,1
8350,3
8351,1
8352,1
8353,1
8354,3
8355,1
8356,3
8357,1
8358,3
8359,3
8360,1
8361,0
8362,1
8363,0
8364,3
8365,3
8366,3
8367,1
8368,2
8369,0
8370,1
8371,3
8372,1
8373,0
8374,3
8375,3
8376,1
8377,3
8378,3
8379,3
8380,0
8381,3
8382,0
8383,3
8384,2
8385,0
8386,1
8387,3
8388,2
8389,1
8390,1
8391,3
8392,3
8393,1
8394,3
8395,3
8396,0
8397,1
8398,0
8399,3
8400,2
8401,0
8402,3
8403,3
8404,3
8405,3
8406,1
8407,1
8408,1
8409,3
8410,3
8411,2
8412,1
8413,3
8414,3
8415,1
8416,1
8417,1
8418,3
8419,1
8420,1
8421,1
8422,0
8423,0
8424,1
8425,1
8426,3
8427,2
8428,0
8429,3
8430,3
8431,2
8432,2
8433,0
8434,3
8435,0
8436,1
8437,3
8438,0
8439,1
8440,0
8441,1
8442,3
8443,0
8444,0
8445,1
8446,3
8447,0
8448,3
8449,3
8450,1
8451,2
8452,1
8453,2
8454,3
8455,3
8456,2
8457,3
8458,1
8459,0
8460,3
8461,3
8462,1
8463,1
8464,3
8465,0
8466,2
8467,1
8468,0
8469,3
8470,3
8471,0
8472,1
8473,1
8474,1
8475,3
8476,2
8477,1
8478,3
8479,3
8480,1
8481,3
8482,0
8483,3
8484,2
8485,3
8486,3
8487,0
8488,3
8489,3
8490,0
8491,3
8492,1
8493,3
8494,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,3
8502,3
8503,3
8504,0
8505,3
8506,1
8507,3
8508,0
8509,1
8510,1
8511,0
8512,0
8513,1
8514,2
8515,3
8516,1
8517,0
8518,1
8519,1
8520,2
8521,0
8522,0
8523,3
8524,0
8525,1
8526,0
8527,3
8528,0
8529,0
8530,1
8531,1
8532,3
8533,0
8534,3
8535,0
8536,1
8537,0
8538,1
8539,1
8540,0
8541,3
8542,0
8543,1
8544,0
8545,0
8546,0
8547,0
8548,1
8549,1
8550,2
8551,3
8552,1
8553,1
8554,3
8555,3
8556,3
8557,1
8558,3
8559,3
8560,2
8561,0
8562,3
8563,1
8564,3
8565,2
8566,3
8567,2
8568,3
8569,3
8570,1
8571,3
8572,3
8573,3
8574,1
8575,1
8576,1
8577,0
8578,2
8579,1
8580,3
8581,3
8582,1
8583,3
8584,2
8585,0
8586,1
8587,1
8588,1
8589,0
8590,2
8591,1
8592,1
8593,3
8594,0
8595,3
